ID	a1	a2	a3	a4	a5	main-class	main-class-proba	class-1-proba	class-2-proba	class-3-proba	class-4-proba	class-5-proba	class-6-proba	class-7-proba	class-8-proba
276	114	37	male	c	a	3	0.833	0.0	0.0	0.833	0.167	0.0	0.0	0.0	0.0
277	101	35	male	c	a	3	0.521	0.0	0.0	0.521	0.478	0.0	0.0	0.0	0.0
278	70	58	male	b	b	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
279	78	58	male	c	c	1	0.957	0.957	0.042	0.0	0.0	0.0	0.0	0.0	0.001
280	70	37	male	b	b	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
281	70	58	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282	104	37	male	c	a	3	0.687	0.0	0.0	0.687	0.313	0.0	0.0	0.0	0.0
283	86	18	male	b	b	5	0.975	0.0	0.0	0.0	0.0	0.975	0.0	0.0	0.025
284	99	35	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	98	58	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286	118	18	male	e	c	5	0.97	0.027	0.0	0.0	0.0	0.97	0.003	0.0	0.0
287	102	18	male	a	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
288	106	37	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289	108	35	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	110	37	male	h	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291	110	37	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292	89	28	male	h	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.001	0.0
293	83	18	male	e	c	5	0.991	0.008	0.0	0.0	0.0	0.991	0.0	0.0	0.0
294	96	37	male	d	a	4	0.812	0.0	0.0	0.188	0.812	0.0	0.0	0.0	0.0
295	113	65	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
296	95	37	male	c	a	4	0.572	0.0	0.0	0.428	0.572	0.0	0.0	0.0	0.0
297	108	38	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298	96	28	male	d	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
299	79	61	male	i	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.001
300	99	37	female	d	a	4	0.895	0.0	0.0	0.105	0.895	0.0	0.0	0.0	0.0
301	107	37	female	g	a	3	0.956	0.0	0.0	0.956	0.044	0.0	0.0	0.0	0.0
302	94	37	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	88	37	female	d	a	4	0.978	0.0	0.0	0.022	0.978	0.0	0.0	0.0	0.0
304	82	57	female	d	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
305	100	57	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
306	102	40	female	c	a	3	0.802	0.0	0.0	0.802	0.198	0.0	0.0	0.0	0.0
307	111	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
308	111	57	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
309	94	58	female	b	b	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
310	94	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
311	93	18	female	e	c	5	0.993	0.006	0.0	0.0	0.0	0.993	0.001	0.0	0.0
312	90	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
313	84	18	female	d	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
314	100	27	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
315	106	51	female	c	a	2	0.932	0.0	0.932	0.068	0.0	0.0	0.0	0.0	0.0
316	114	57	female	j	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
317	115	43	female	c	a	3	0.993	0.0	0.004	0.993	0.003	0.0	0.0	0.0	0.0
318	108	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
319	117	51	female	g	a	2	0.919	0.0	0.919	0.081	0.0	0.0	0.0	0.0	0.0
320	110	28	female	d	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
321	93	43	female	c	a	3	0.962	0.0	0.006	0.962	0.032	0.0	0.0	0.0	0.0
322	117	37	female	g	a	3	0.978	0.0	0.0	0.978	0.022	0.0	0.0	0.0	0.0
323	102	40	female	c	a	3	0.802	0.0	0.0	0.802	0.198	0.0	0.0	0.0	0.0
324	84	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
325	94	28	female	a	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
326	81	37	female	c	a	4	0.98	0.0	0.0	0.02	0.98	0.0	0.0	0.0	0.0
327	101	18	female	d	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
328	91	37	female	c	a	4	0.876	0.0	0.0	0.124	0.876	0.0	0.0	0.0	0.0
329	93	38	female	c	a	4	0.764	0.0	0.0	0.236	0.764	0.0	0.0	0.0	0.0
330	116	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
331	90	57	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
332	115	35	female	c	a	3	0.557	0.0	0.0	0.557	0.443	0.0	0.0	0.0	0.0
333	89	18	female	b	b	5	0.987	0.0	0.0	0.0	0.0	0.987	0.0	0.0	0.013
334	108	37	female	g	a	3	0.96	0.0	0.0	0.96	0.04	0.0	0.0	0.0	0.0
335	100	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
336	86	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
337	84	37	female	d	a	4	0.99	0.0	0.0	0.01	0.99	0.0	0.0	0.0	0.0
338	90	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339	103	28	female	g	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
340	100	57	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
341	102	43	female	c	a	3	0.986	0.0	0.004	0.986	0.01	0.0	0.0	0.0	0.0
342	82	35	female	d	a	4	0.995	0.0	0.0	0.005	0.995	0.0	0.0	0.0	0.0
343	83	37	female	d	a	4	0.991	0.0	0.0	0.009	0.991	0.0	0.0	0.0	0.0
344	113	37	female	c	a	3	0.617	0.0	0.0	0.617	0.383	0.0	0.0	0.0	0.0
345	117	57	female	g	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
346	111	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
347	100	37	female	c	a	4	0.671	0.0	0.0	0.329	0.671	0.0	0.0	0.0	0.0
348	91	58	female	g	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
349	97	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
350	109	43	female	j	a	3	0.993	0.0	0.007	0.993	0.0	0.0	0.0	0.0	0.0
351	100	37	female	a	a	4	0.578	0.0	0.0	0.422	0.578	0.0	0.0	0.0	0.0
352	98	37	female	d	a	4	0.906	0.0	0.0	0.094	0.906	0.0	0.0	0.0	0.0
353	85	35	female	i	a	4	0.998	0.0	0.0	0.002	0.998	0.0	0.0	0.0	0.0
354	91	18	female	b	b	5	0.987	0.0	0.0	0.0	0.0	0.987	0.0	0.0	0.013
355	85	31	female	d	a	7	0.935	0.0	0.0	0.004	0.061	0.0	0.0	0.935	0.0
356	81	37	female	c	a	4	0.98	0.0	0.0	0.02	0.98	0.0	0.0	0.0	0.0
357	87	37	female	c	a	4	0.934	0.0	0.0	0.066	0.934	0.0	0.0	0.0	0.0
358	95	37	female	g	a	3	0.849	0.0	0.0	0.849	0.151	0.0	0.0	0.0	0.0
359	102	37	female	a	a	4	0.522	0.0	0.0	0.478	0.522	0.0	0.0	0.0	0.0
360	94	38	female	b	b	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
361	89	37	female	i	a	4	0.993	0.0	0.0	0.007	0.993	0.0	0.0	0.0	0.0
362	112	37	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
363	118	37	female	c	a	3	0.686	0.0	0.0	0.686	0.314	0.0	0.0	0.0	0.0
364	70	37	female	i	a	4	0.999	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
365	103	37	female	g	a	3	0.937	0.0	0.0	0.937	0.063	0.0	0.0	0.0	0.0
366	90	37	female	c	a	4	0.893	0.0	0.0	0.107	0.893	0.0	0.0	0.0	0.0
367	97	37	female	c	a	4	0.747	0.0	0.0	0.253	0.747	0.0	0.0	0.0	0.0
368	104	37	female	h	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
369	91	37	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
370	94	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	107	57	female	a	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
372	90	37	female	a	a	4	0.848	0.0	0.0	0.151	0.848	0.0	0.0	0.0	0.0
373	70	37	female	c	a	4	0.999	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
374	97	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
375	104	18	female	d	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
376	96	28	female	d	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
377	81	18	female	f	c	5	0.997	0.002	0.0	0.0	0.0	0.997	0.0	0.0	0.0
378	114	28	female	c	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
379	106	18	female	e	c	5	0.989	0.009	0.0	0.0	0.0	0.989	0.003	0.0	0.0
380	105	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
381	92	28	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.001	0.0
382	96	38	female	c	a	4	0.679	0.0	0.0	0.321	0.679	0.0	0.0	0.0	0.0
383	84	18	female	e	c	5	0.996	0.004	0.0	0.0	0.0	0.996	0.0	0.0	0.0
384	89	18	female	f	c	5	0.996	0.003	0.0	0.0	0.0	0.996	0.0	0.0	0.0
385	111	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
386	102	18	female	e	c	5	0.99	0.008	0.0	0.0	0.0	0.99	0.002	0.0	0.0
387	99	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
388	104	37	female	a	a	3	0.53	0.0	0.0	0.53	0.47	0.0	0.0	0.0	0.0
389	70	31	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
390	70	35	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391	90	18	female	f	c	5	0.996	0.003	0.0	0.0	0.0	0.996	0.0	0.0	0.0
392	104	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
393	102	37	female	c	a	4	0.619	0.0	0.0	0.381	0.619	0.0	0.0	0.0	0.0
394	86	37	female	c	a	4	0.945	0.0	0.0	0.055	0.945	0.0	0.0	0.0	0.0
395	73	35	female	c	a	4	0.998	0.0	0.0	0.002	0.998	0.0	0.0	0.0	0.0
396	81	37	female	d	a	4	0.994	0.0	0.0	0.005	0.994	0.0	0.0	0.0	0.0
397	93	57	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
398	111	37	female	i	a	4	0.912	0.0	0.0	0.088	0.912	0.0	0.0	0.0	0.0
399	104	18	female	a	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
400	105	28	female	d	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
401	73	37	female	d	a	4	0.999	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
402	85	28	female	c	a	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
403	107	61	female	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
404	112	62	female	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
405	127	40	male	g	a	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0
406	114	66	male	d	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
407	114	71	male	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
408	109	18	male	f	c	5	0.985	0.014	0.0	0.0	0.0	0.985	0.001	0.0	0.0
409	93	51	male	c	a	2	0.951	0.0	0.951	0.049	0.0	0.0	0.0	0.0	0.0
410	114	40	female	c	a	3	0.919	0.0	0.0	0.919	0.081	0.0	0.0	0.0	0.0
411	100	31	female	c	a	7	0.872	0.0	0.0	0.09	0.038	0.0	0.0	0.872	0.0
412	92	18	female	a	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
413	110	61	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
414	93	37	female	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	96	43	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
416	114	75	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
417	127	40	male	g	a	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0
418	106	75	male	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
419	110	53	male	c	a	2	0.99	0.0	0.99	0.01	0.0	0.0	0.0	0.0	0.0
420	92	38	male	h	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421	125	71	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
422	108	71	male	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
423	112	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
424	93	69	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
425	114	75	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
426	104	18	female	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
427	92	75	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
428	104	43	female	d	a	3	0.965	0.0	0.004	0.965	0.03	0.0	0.0	0.0	0.0
429	109	71	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
430	109	40	female	g	a	3	0.994	0.0	0.0	0.994	0.006	0.0	0.0	0.0	0.0
431	104	18	female	d	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
432	123	36	male	h	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	125	31	male	g	a	7	0.801	0.0	0.0	0.199	0.0	0.0	0.0	0.801	0.0
434	127	37	male	g	a	3	0.995	0.0	0.0	0.995	0.005	0.0	0.0	0.0	0.0
435	129	43	male	g	a	3	0.996	0.0	0.004	0.996	0.0	0.0	0.0	0.0	0.0
436	119	69	male	j	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
437	125	71	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	121	37	male	c	a	3	0.88	0.0	0.0	0.88	0.12	0.0	0.0	0.0	0.0
439	124	36	male	c	a	3	0.862	0.0	0.0	0.862	0.138	0.0	0.0	0.0	0.0
440	125	18	male	c	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
441	129	18	male	d	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
442	122	62	male	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
443	121	37	male	j	a	3	0.988	0.0	0.0	0.988	0.012	0.0	0.0	0.0	0.0
444	122	40	male	c	a	3	0.98	0.0	0.0	0.98	0.019	0.0	0.0	0.0	0.0
445	126	51	male	e	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
446	122	35	male	g	a	3	0.991	0.0	0.0	0.991	0.009	0.0	0.0	0.0	0.0
447	123	65	male	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
448	119	71	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
449	120	40	female	g	a	3	0.997	0.0	0.0	0.997	0.003	0.0	0.0	0.0	0.0
450	127	35	female	f	c	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
451	127	62	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
452	120	61	female	c	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
453	127	58	female	c	a	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
454	123	37	female	c	a	3	0.735	0.0	0.0	0.735	0.265	0.0	0.0	0.0	0.0
455	120	37	female	g	a	3	0.981	0.0	0.0	0.981	0.019	0.0	0.0	0.0	0.0
456	123	37	female	c	a	3	0.735	0.0	0.0	0.735	0.265	0.0	0.0	0.0	0.0
457	122	18	female	e	c	5	0.979	0.014	0.0	0.0	0.0	0.979	0.007	0.0	0.0
458	119	37	female	g	a	3	0.981	0.0	0.0	0.981	0.019	0.0	0.0	0.0	0.0
459	134	62	male	j	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
460	136	61	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
461	135	61	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
462	140	71	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
463	131	30	male	c	a	7	0.985	0.0	0.0	0.015	0.0	0.0	0.0	0.985	0.0
464	137	62	male	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
465	136	18	male	g	a	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
466	132	37	male	g	a	3	0.996	0.0	0.0	0.996	0.004	0.0	0.0	0.0	0.0
467	135	62	female	g	a	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
