ID	a2	a3	a8	a14	a15	a1	a4	a5	a6	a7	a9	a10	a11	a12	a13	main-class	main-class-proba	class-1-proba	class-2-proba	class-3-proba	class-4-proba	class-5-proba	class-6-proba	class-7-proba	class-8-proba	class-9-proba
170	27.0	1.5	0.375	260	1065	b	y	p	w	v	t	f	0	t	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
171	25.0	12.5	3.0	20	0	b	u	g	aa	v	t	f	0	t	s	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	26.08	8.665	1.415	160	150	a	u	g	aa	v	t	f	0	f	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
173	18.42	9.25	1.21	60	540	a	u	g	q	v	t	t	4	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	20.17	8.17	1.96	60	158	b	u	g	aa	v	t	t	14	f	g	2	0.996	0.0	0.996	0.0	0.0	0.0	0.004	0.0	0.0	0.0
175	47.67	0.29	15.0	0	15000	b	u	g	c	bb	t	t	20	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
176	21.25	2.335	0.5	80	0	a	u	g	i	bb	t	t	4	f	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177	20.67	3.0	0.165	100	6	a	u	g	q	v	t	t	3	f	g	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178	57.08	19.5	5.5	0	3000	a	u	g	c	v	t	t	7	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
179	22.42	5.665	2.585	129	3257	a	u	g	q	v	t	t	7	f	g	2	0.96	0.0	0.96	0.0	0.0	0.0	0.04	0.0	0.0	0.0
180	48.75	8.5	12.5	181	1655	b	u	g	c	h	t	t	9	f	g	6	0.999	0.0	0.001	0.0	0.0	0.0	0.999	0.0	0.0	0.0
181	40.0	6.5	3.5	0	500	b	u	g	aa	bb	t	t	1	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
182	40.58	5.0	5.0	0	3065	b	u	g	c	v	t	t	7	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
183	28.67	1.04	2.5	300	1430	a	u	g	c	v	t	t	5	t	g	2	0.997	0.0	0.997	0.0	0.0	0.0	0.003	0.0	0.0	0.0
184	33.08	4.625	1.625	0	0	a	u	g	q	h	t	t	2	f	g	8	0.813	0.0	0.0	0.0	0.187	0.0	0.0	0.0	0.813	0.0
185	21.33	10.5	3.0	0	0	b	u	g	c	v	t	f	0	t	g	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
186	42.0	0.205	5.125	400	0	b	u	g	i	h	t	f	0	f	g	1	0.999	0.999	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
187	41.75	0.96	2.5	510	600	b	u	g	x	v	t	f	0	f	g	3	0.871	0.0	0.0	0.871	0.0	0.0	0.129	0.0	0.0	0.0
188	22.67	1.585	3.085	80	0	b	y	p	w	v	t	t	6	f	g	9	0.998	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.998
189	34.5	4.04	8.5	195	0	b	y	p	i	bb	t	t	7	t	g	9	0.998	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.998
190	28.25	5.04	1.5	144	7	b	y	p	c	bb	t	t	8	t	g	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
191	33.17	3.165	3.165	380	0	b	y	p	x	v	t	t	3	t	g	9	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
192	48.17	7.625	15.5	0	790	b	u	g	w	h	t	t	12	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
193	27.58	2.04	2.0	370	560	b	y	p	aa	v	t	t	3	t	g	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
194	22.58	10.04	0.04	60	396	b	u	g	x	v	t	t	9	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	24.08	0.5	1.25	0	678	a	u	g	q	h	t	t	1	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
196	41.33	1.0	2.25	0	300	a	u	g	i	bb	t	f	0	t	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
197	20.75	10.25	0.71	49	0	a	u	g	q	v	t	t	2	t	g	2	0.978	0.022	0.978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
198	36.33	2.125	0.085	50	1187	b	y	p	w	v	t	t	1	f	g	9	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
199	35.42	12.0	14.0	0	6590	a	u	g	q	h	t	t	8	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
200	28.67	9.335	5.665	381	168	b	u	g	q	h	t	t	6	f	g	6	0.982	0.0	0.018	0.0	0.0	0.0	0.982	0.0	0.0	0.0
201	35.17	2.5	4.5	150	1270	b	u	g	k	v	t	t	7	f	g	6	0.882	0.0	0.118	0.0	0.0	0.0	0.882	0.0	0.0	0.0
202	39.5	4.25	6.5	117	1210	b	u	g	c	bb	t	t	16	f	g	6	0.995	0.0	0.005	0.0	0.0	0.0	0.995	0.0	0.0	0.0
203	39.33	5.875	10.0	399	0	b	u	g	cc	h	t	t	14	t	g	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0
204	24.33	6.625	5.5	100	0	b	y	p	d	v	t	f	0	t	s	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
205	60.08	14.5	18.0	0	1000	b	u	g	ff	ff	t	t	15	t	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
206	23.08	11.5	3.5	56	742	b	u	g	i	v	t	t	9	f	g	2	0.587	0.0	0.587	0.0	0.0	0.0	0.413	0.0	0.0	0.0
207	26.67	2.71	5.25	211	0	b	y	p	cc	v	t	t	1	f	g	9	0.998	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.998
208	48.17	3.5	3.5	230	0	b	u	g	aa	v	t	f	0	f	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	41.17	4.04	7.0	320	0	b	u	g	cc	h	t	t	8	f	g	6	0.999	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0
210	55.92	11.5	5.0	0	8851	b	u	g	ff	ff	t	t	5	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
211	53.92	9.625	8.665	0	0	b	u	g	e	v	t	t	5	f	g	8	0.963	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.963	0.0
212	18.92	9.25	1.0	80	500	a	y	p	c	v	t	t	4	t	g	9	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
213	50.08	12.54	2.29	156	0	a	u	g	aa	v	t	t	3	t	g	1	0.956	0.956	0.04	0.0	0.0	0.0	0.004	0.0	0.0	0.0
214	65.42	11.0	20.0	22	0	b	u	g	e	z	t	t	7	t	g	6	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
215	17.58	9.0	1.375	0	0	a	u	g	aa	v	t	f	0	t	g	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
216	18.83	9.54	0.085	100	0	a	u	g	aa	v	t	f	0	f	g	1	0.993	0.993	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
217	37.75	5.5	0.125	228	0	a	u	g	q	v	t	f	0	t	g	1	0.999	0.999	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
218	23.25	4.0	0.25	160	0	b	u	g	c	bb	t	f	0	t	g	1	0.998	0.998	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
219	18.08	5.5	0.5	80	0	b	u	g	k	v	t	f	0	f	g	1	0.995	0.995	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
220	22.5	8.46	2.46	164	0	a	y	p	x	v	f	f	0	f	g	5	0.998	0.0	0.0	0.002	0.0	0.998	0.0	0.0	0.0	0.0
221	19.67	0.375	2.0	80	0	b	u	g	q	v	t	t	2	t	g	2	0.904	0.096	0.904	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	22.08	11.0	0.665	100	0	b	u	g	cc	v	t	f	0	f	g	1	0.996	0.996	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
223	25.17	3.5	0.625	0	7059	b	u	g	cc	v	t	t	7	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
224	47.42	3.0	13.875	519	1704	a	u	g	x	v	t	t	2	t	g	6	0.968	0.0	0.032	0.0	0.0	0.0	0.968	0.0	0.0	0.0
225	33.5	1.75	4.5	253	857	b	u	g	x	h	t	t	4	t	g	2	0.524	0.0	0.524	0.0	0.0	0.0	0.476	0.0	0.0	0.0
226	27.67	13.75	5.75	487	500	b	u	g	w	v	t	f	0	t	g	3	0.644	0.0	0.0	0.644	0.0	0.0	0.356	0.0	0.0	0.0
227	58.42	21.0	10.0	0	6700	a	u	g	i	bb	t	t	13	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
228	20.67	1.835	2.085	220	2503	a	u	g	q	v	t	t	5	f	g	2	0.998	0.0	0.998	0.0	0.0	0.0	0.002	0.0	0.0	0.0
229	26.17	0.25	0.0	0	0	b	u	g	i	bb	t	f	0	t	g	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
230	21.33	7.5	1.415	80	9800	b	u	g	aa	v	t	t	1	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	42.83	4.625	4.58	0	0	b	u	g	q	v	t	f	0	f	s	8	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0
232	38.17	10.125	2.5	520	196	b	u	g	x	v	t	t	6	f	g	6	0.961	0.0	0.039	0.0	0.0	0.0	0.961	0.0	0.0	0.0
233	20.5	10.0	2.5	40	0	b	y	p	c	v	t	f	0	f	s	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
234	48.25	25.085	1.75	120	14	b	u	g	w	v	t	t	3	f	g	6	0.609	0.0	0.391	0.0	0.0	0.0	0.609	0.0	0.0	0.0
235	28.33	5.0	11.0	70	0	b	u	g	w	v	t	f	0	t	g	1	0.997	0.997	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0
236	18.5	2.0	1.5	120	300	b	u	g	i	v	t	t	2	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	33.17	3.04	2.04	180	18027	b	y	p	c	h	t	t	1	t	g	9	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
238	45.0	8.5	14.0	88	2000	b	u	g	cc	h	t	t	1	t	g	6	0.998	0.0	0.002	0.0	0.0	0.0	0.998	0.0	0.0	0.0
239	19.67	0.21	0.29	80	99	a	u	g	q	h	t	t	11	f	g	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240	21.83	11.0	0.29	121	0	b	u	g	x	v	t	t	6	f	g	2	0.988	0.012	0.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	40.25	21.5	20.0	0	1200	b	u	g	e	z	t	t	11	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
242	41.42	5.0	5.0	470	0	b	u	g	q	h	t	t	6	t	g	6	0.998	0.0	0.001	0.0	0.0	0.0	0.998	0.0	0.0	0.0
243	17.83	11.0	1.0	0	3000	a	u	g	x	h	t	t	11	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
244	23.17	11.125	0.46	100	0	b	u	g	x	h	t	t	1	f	g	2	0.978	0.022	0.978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245	18.17	10.25	1.085	320	13	b	u	g	c	h	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
246	20.0	11.045	2.0	136	0	b	u	g	c	v	f	f	0	t	g	1	0.996	0.996	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
247	20.0	0.0	0.5	144	0	b	u	g	d	v	f	f	0	f	g	1	0.992	0.992	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
248	20.75	9.54	0.04	200	1000	a	u	g	i	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
249	24.5	1.75	0.165	132	0	a	y	p	c	v	f	f	0	f	g	5	0.997	0.0	0.0	0.003	0.0	0.997	0.0	0.0	0.0	0.0
250	32.75	2.335	5.75	292	0	b	u	g	d	h	f	f	0	t	g	1	0.999	0.999	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
251	52.17	0.0	0.0	0	0	a	y	p	ff	ff	f	f	0	f	g	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
252	48.17	1.335	0.335	0	120	a	u	g	i	o	f	f	0	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
253	20.42	10.5	0.0	154	32	a	y	p	x	h	f	f	0	t	g	3	0.996	0.0	0.0	0.996	0.0	0.0	0.0	0.004	0.0	0.0
254	50.75	0.585	0.0	145	0	b	u	g	ff	ff	f	f	0	f	g	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
255	17.08	0.085	0.04	140	722	b	y	p	c	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
256	18.33	1.21	0.0	100	0	b	y	p	e	dd	f	f	0	f	g	5	0.982	0.0	0.0	0.0	0.0	0.982	0.0	0.018	0.0	0.0
257	32.0	6.0	1.25	272	0	a	u	g	d	v	f	f	0	f	g	1	0.997	0.997	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
258	59.67	1.54	0.125	260	0	b	u	g	q	v	t	f	0	t	g	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	18.0	0.165	0.21	200	40	b	u	g	q	n	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
260	32.33	2.5	1.25	280	0	b	u	g	c	v	f	f	0	t	g	1	0.998	0.998	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
261	18.08	6.75	0.04	140	0	b	y	p	m	v	f	f	0	f	g	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
262	38.25	10.125	0.125	160	0	b	y	p	k	v	f	f	0	f	g	5	0.997	0.0	0.0	0.003	0.0	0.997	0.0	0.0	0.0	0.0
263	30.67	2.5	2.25	340	0	b	u	g	cc	h	f	f	0	t	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264	18.58	5.71	0.54	120	0	b	u	g	d	v	f	f	0	f	g	1	0.993	0.993	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
265	19.17	5.415	0.29	80	484	a	u	g	i	h	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
266	18.17	10.0	0.165	340	0	a	y	p	q	h	f	f	0	f	g	5	0.992	0.0	0.0	0.008	0.0	0.992	0.0	0.0	0.0	0.0
267	16.25	0.835	0.085	200	0	b	u	g	m	v	t	f	0	f	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	21.17	0.875	0.25	280	204	b	y	p	c	h	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
269	23.92	0.585	0.125	240	1	b	y	p	cc	h	f	f	0	f	g	5	0.994	0.0	0.0	0.006	0.0	0.994	0.0	0.0	0.0	0.0
270	17.67	4.46	0.25	80	0	b	u	g	c	v	f	f	0	f	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
271	16.5	1.25	0.25	108	98	a	u	g	q	v	f	t	1	f	g	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	23.25	12.625	0.125	0	5552	b	u	g	c	v	f	t	2	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
273	17.58	10.0	0.165	120	1	b	u	g	w	h	f	t	1	f	g	2	0.969	0.031	0.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	29.5	0.58	0.29	340	2803	b	u	g	w	v	f	t	1	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275	18.83	0.415	0.165	200	1	b	y	p	c	v	f	t	1	f	g	9	0.996	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.996
276	21.75	1.75	0.0	160	0	a	y	p	j	j	f	f	0	f	g	7	0.998	0.0	0.0	0.0	0.0	0.002	0.0	0.998	0.0	0.0
277	23.0	0.75	0.5	320	0	b	u	g	m	v	f	f	0	t	s	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	18.25	10.0	1.0	120	1	a	u	g	w	v	f	t	1	f	g	2	0.991	0.009	0.991	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	25.42	0.54	0.165	272	444	b	u	g	w	v	f	t	1	f	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	35.75	2.415	0.125	220	1	b	u	g	w	v	f	t	2	f	g	2	0.56	0.44	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0
281	16.08	0.335	0.0	160	126	a	u	g	ff	ff	f	t	1	f	g	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
282	31.92	3.125	3.04	200	4	a	u	g	ff	ff	f	t	2	t	g	6	0.993	0.0	0.006	0.0	0.0	0.0	0.993	0.0	0.0	0.0
283	69.17	9.0	4.0	70	6	b	u	g	ff	ff	f	t	1	f	g	6	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
284	32.92	2.5	1.75	720	0	b	u	g	aa	v	f	t	2	t	g	1	0.871	0.871	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	16.33	2.75	0.665	80	21	b	u	g	aa	v	f	t	1	f	g	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286	22.17	12.125	3.335	180	173	b	u	g	c	v	f	t	2	t	g	2	0.998	0.0	0.998	0.0	0.0	0.0	0.002	0.0	0.0	0.0
287	57.58	2.0	6.5	0	10	a	u	g	ff	ff	f	t	1	f	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
288	18.25	0.165	0.25	280	0	b	u	g	d	v	f	f	0	t	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289	23.42	1.0	0.5	280	0	b	u	g	c	v	f	f	0	t	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	15.92	2.875	0.085	120	0	a	u	g	q	v	f	f	0	f	g	1	0.983	0.983	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0
291	24.75	13.665	1.5	280	1	a	u	g	q	h	f	f	0	f	g	1	0.973	0.973	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
292	48.75	26.335	0.0	0	0	b	y	p	ff	ff	t	f	0	t	g	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
293	23.5	2.75	4.5	160	25	b	u	g	ff	ff	f	f	0	f	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
294	18.58	10.29	0.415	80	0	b	u	g	ff	ff	f	f	0	f	g	3	0.987	0.01	0.0	0.987	0.0	0.003	0.0	0.0	0.0	0.0
295	27.75	1.29	0.25	140	0	b	u	g	k	h	f	f	0	t	s	1	0.999	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	31.75	3.0	0.0	160	20	a	y	p	j	j	f	f	0	f	g	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
297	24.83	4.5	1.0	360	6	a	u	g	w	v	f	f	0	t	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
298	19.0	1.75	2.335	112	6	b	y	p	c	v	f	f	0	t	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
299	16.33	0.21	0.125	200	1	a	u	g	aa	v	f	f	0	f	g	1	0.9	0.9	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
300	18.58	10.0	0.415	80	42	a	u	g	d	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
301	16.25	0.0	0.25	60	0	b	y	p	aa	v	f	f	0	f	g	5	0.998	0.0	0.0	0.003	0.0	0.998	0.0	0.0	0.0	0.0
302	23.0	0.75	0.5	320	0	b	u	g	m	v	t	f	0	t	s	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
303	21.17	0.25	0.25	280	204	b	y	p	c	h	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
304	17.5	22.0	0.0	450	100000	b	l	gg	ff	o	f	f	0	t	p	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
305	19.17	0.0	0.0	500	1	b	y	p	m	bb	f	f	0	t	s	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
306	36.75	0.125	1.5	232	113	b	y	p	c	v	f	f	0	t	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
307	21.25	1.5	1.5	150	8	b	u	g	w	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
308	18.08	0.375	10.0	300	0	a	l	gg	cc	ff	f	f	0	t	s	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
309	33.67	0.375	0.375	300	44	a	u	g	cc	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
310	48.58	0.205	0.25	380	2732	b	y	p	k	v	t	t	11	f	g	9	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999
311	33.67	1.25	1.165	120	0	b	u	g	w	v	f	f	0	f	g	1	0.989	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
312	29.5	1.085	1.0	280	13	a	y	p	x	v	f	f	0	f	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
313	30.17	1.085	0.04	170	179	b	y	p	c	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
314	34.83	2.5	3.0	200	0	b	y	p	w	v	f	f	0	f	s	5	0.999	0.0	0.0	0.0	0.0	0.999	0.0	0.0	0.0	0.0
315	33.25	2.5	2.5	0	2	a	y	p	c	v	f	f	0	t	g	4	0.666	0.0	0.0	0.0	0.666	0.0	0.0	0.0	0.334	0.0
316	34.08	2.5	1.0	460	16	b	u	g	c	v	f	f	0	f	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
317	25.25	12.5	1.0	180	1062	a	u	g	d	v	f	f	0	t	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
318	34.75	2.5	0.5	348	0	b	u	g	cc	bb	f	f	0	f	g	1	0.996	0.996	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
319	27.67	0.75	0.165	220	251	b	u	g	q	h	f	f	0	t	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
320	47.33	6.5	1.0	0	228	b	u	g	c	v	f	f	0	t	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
321	34.83	1.25	0.5	160	0	a	y	p	i	h	f	f	0	t	g	5	0.993	0.0	0.0	0.007	0.0	0.993	0.0	0.0	0.0	0.0
322	33.25	3.0	2.0	180	0	a	y	p	aa	v	f	f	0	f	g	5	0.998	0.0	0.0	0.002	0.0	0.998	0.0	0.0	0.0	0.0
323	28.0	3.0	0.75	300	67	b	u	g	w	v	f	f	0	t	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
324	39.08	4.0	3.0	480	0	a	u	g	c	v	f	f	0	f	g	1	0.998	0.998	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
325	42.75	4.085	0.04	108	100	b	u	g	aa	v	f	f	0	f	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
326	26.92	2.25	0.5	640	4000	b	u	g	i	bb	f	f	0	t	g	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
327	33.75	2.75	0.0	180	0	b	u	g	i	bb	f	f	0	f	g	1	0.987	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0
328	38.92	1.75	0.5	300	2	b	u	g	k	v	f	f	0	t	g	3	0.607	0.393	0.0	0.607	0.0	0.0	0.0	0.0	0.0	0.0
329	62.75	7.0	0.0	0	12	b	u	g	e	z	f	f	0	f	g	7	0.973	0.0	0.0	0.0	0.027	0.0	0.0	0.973	0.0	0.0
330	26.75	4.5	2.5	200	1210	b	y	p	c	bb	f	f	0	f	g	3	0.999	0.0	0.0	0.999	0.0	0.0	0.0	0.0	0.0	0.0
331	63.33	0.54	0.585	180	0	b	u	g	c	v	t	t	3	t	g	1	0.996	0.996	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332	27.83	1.5	2.25	100	3	b	u	g	w	v	f	t	1	t	g	2	0.999	0.0	0.999	0.0	0.0	0.0	0.001	0.0	0.0	0.0
333	26.17	2.0	0.0	276	1	a	u	g	j	j	f	f	0	t	g	7	0.999	0.0	0.0	0.0	0.0	0.0	0.0	0.999	0.0	0.0
334	22.17	0.585	0.0	100	0	b	y	p	ff	ff	f	f	0	f	g	7	0.734	0.0	0.0	0.0	0.0	0.266	0.0	0.734	0.0	0.0
335	22.5	11.5	1.5	0	4000	b	y	p	m	v	f	f	0	t	g	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
336	30.75	1.585	0.585	0	0	b	u	g	d	v	f	f	0	t	s	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
337	36.67	2.0	0.25	221	0	b	u	g	i	v	f	f	0	t	g	1	0.995	0.995	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
338	16.0	0.165	1.0	320	1	a	u	g	aa	v	f	t	2	t	g	2	0.803	0.197	0.803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339	41.17	1.335	0.165	168	0	b	u	g	d	v	f	f	0	f	g	1	0.996	0.996	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
340	19.5	0.165	0.04	380	0	a	u	g	q	v	f	f	0	t	g	1	0.994	0.994	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
341	32.42	3.0	0.165	120	0	b	u	g	d	v	f	f	0	t	g	1	0.997	0.997	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
